,Title,Year,tomatoMeter,tomatoRating,tomatoReviews,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,imdbRating,imdbVotes,imdbID,Awards,Genre,Language,Country,Director,Rated,Runtime,Actors,Writer,Award_count,Noms_count,Noms+Awards,PrimaryLanguage,PrimaryCountry,PrimaryLangFixed,Crime,Drama,Thriller,Action,Adventure,Film_Noir,Mystery,Comedy,Family,Horror,Sci_Fi,Romance,Music,Fantasy,Western,War,Sport,History,Biography
936,The Secret in Their Eyes,2009,91.0,7.8,133.0,93.0,4.2,28037.0,8.2,137289.0,tt1305806,Won 1 Oscar. Another 51 wins & 39 nominations.,"Drama, Mystery, Thriller",Spanish,"Argentina, Spain",Juan José Campanella,R,129.0,"Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago","Eduardo Sacheri (screenplay), Juan José Campanella (screenplay), Eduardo Sacheri (novel)",52,39,91,Spanish,Argentina,Spanish,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
937,The Secret Life of Walter Mitty,1947,83.0,6.8,6.0,81.0,3.9,2900.0,7.1,4539.0,tt0039808,N/A,"Comedy, Fantasy, Romance","English, French, German",USA,Norman Z. McLeod,APPROVED,110.0,"Danny Kaye, Virginia Mayo, Boris Karloff, Fay Bainter","Ken Englund (screen play), Everett Freeman (screen play), James Thurber (from a story by)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
938,Geheimnis des blauen Zimmers,1932,,,,,,,,,tt0022929,N/A,Horror,German,Germany,Erich Engels,N/A,73.0,"Theodor Loos, Else Elster, Hans Adalbert Schlettow, Wolfgang Staudte","Arnold Lipp, Erich Philippi (story)",0,0,0,German,Germany,German,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
939,Sengoku jieitai,1979,,,,52.0,3.3,228.0,6.7,696.0,tt0083050,2 nominations.,"Action, Adventure, Sci-Fi",Japanese,Japan,Kôsei Saitô,N/A,85.0,"Shin'ichi Chiba, Jun Etô, Moeko Ezawa, Ryô Hayami","Ryo Hanmura (novel), Toshio Kamata",0,2,2,Japanese,Japan,Japanese,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
940,Senso,1954,,,,,,,7.7,4273.0,tt0047469,3 wins & 1 nomination.,"Drama, History, Romance","Italian, German",Italy,Luchino Visconti,NOT RATED,123.0,"Farley Granger, Alida Valli, Massimo Girotti, Heinz Moog","Luchino Visconti (story), Suso Cecchi D'Amico (story), Camillo Boito (novel), Suso Cecchi D'Amico (screenplay), Luchino Visconti (screenplay), Carlo Alianello (collaboration), Giorgio Bassani (collaboration), Giorgio Prosperi (collaboration), Tennessee Williams (dialogue collaborator), Paul Bowles (dialogue collaborator)",3,1,4,Italian,Italy,Italian,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
941,7th Heaven,1927,100.0,9.3,7.0,84.0,4.0,807.0,7.8,2133.0,tt0018379,Won 3 Oscars. Another 3 wins & 2 nominations.,"Drama, Romance",English,USA,Frank Borzage,NOT RATED,110.0,"Janet Gaynor, Charles Farrell, Albert Gran, David Butler","Austin Strong (play), Benjamin Glazer (screenplay), Katherine Hilliker (adaptation), H.H. Caldwell (adaptation), Katherine Hilliker (titles), H.H. Caldwell (titles)",6,2,8,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
942,Shadow of a Doubt,1943,100.0,8.9,34.0,90.0,4.0,19148.0,8.0,45965.0,tt0036342,Nominated for 1 Oscar. Another 1 win & 2 nominations.,Thriller,English,USA,Alfred Hitchcock,APPROVED,108.0,"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers","Thornton Wilder (screenplay), Sally Benson (screenplay), Alma Reville (screenplay), Gordon McDonell (from an original story by)",1,3,4,English,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,The Shaggy Dog,1959,67.0,5.8,18.0,47.0,3.2,9028.0,6.5,3149.0,tt0053271,1 win & 1 nomination.,"Family, Comedy, Fantasy",English,USA,Charles Barton,APPROVED,104.0,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello","Bill Walsh (screenplay), Lillie Hayward (screenplay), Felix Salten (novel)",1,1,2,English,USA,English,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
944,"Shake, Rattle & Rock!",1956,,,,,,,6.2,86.0,tt0049749,N/A,"Comedy, Drama, Musical",English,USA,Edward L. Cahn,N/A,72.0,"Mike Connors, Lisa Gaye, Sterling Holloway, Douglass Dumbrille",Lou Rusoff,0,0,0,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
945,The Paleface,1948,100.0,6.8,8.0,65.0,3.4,2651.0,7.0,2853.0,tt0040679,Won 1 Oscar. Another 2 nominations.,"Comedy, Western",English,USA,Norman Z. McLeod,N/A,91.0,"Bob Hope, Jane Russell, Robert Armstrong, Iris Adrian","Edmund L. Hartmann (original screenplay), Frank Tashlin (original screenplay), Jack Rose (additional dialogue)",1,2,3,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
946,Shall We Dance?,1996,91.0,7.9,34.0,89.0,3.9,8504.0,7.8,9336.0,tt0117615,54 wins & 7 nominations.,"Comedy, Drama, Music",Japanese,Japan,Masayuki Suo,PG,136.0,"Kôji Yakusho, Tamiyo Kusakari, Naoto Takenaka, Eri Watanabe",Masayuki Suo,54,7,61,Japanese,Japan,Japanese,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
947,Munna Bhai M.B.B.S.,2003,,,,94.0,4.3,7005.0,8.3,44655.0,tt0374887,17 wins & 29 nominations.,"Comedy, Drama",Hindi,India,Rajkumar Hirani,NOT RATED,156.0,"Sunil Dutt, Sanjay Dutt, Arshad Warsi, Gracy Singh","Vidhu Vinod Chopra (screenplay), Rajkumar Hirani (screenplay), Rajkumar Hirani, Lajan Joseph (screenplay), Abbas Tyrewala (dialogue)",17,29,46,Hindi,India,Hindi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
948,Lage Raho Munna Bhai,2006,,,,90.0,4.2,7110.0,8.1,30016.0,tt0456144,14 wins & 13 nominations.,"Comedy, Drama, Romance",Hindi,India,Rajkumar Hirani,PG-13,144.0,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Jimmy Shergill","Vidhu Vinod Chopra (screenplay), Rajkumar Hirani (dialogue), Rajkumar Hirani (screenplay), Rajkumar Hirani (story), Abhijat Joshi (dialogue), Abhijat Joshi (screenplay)",14,13,27,Hindi,India,Hindi,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
949,Shiva,1989,,,,,,,8.1,1398.0,tt0248428,2 wins & 1 nomination.,Action,Telugu,India,Ram Gopal Varma,N/A,145.0,"Nagarjuna Akkineni, Amala Akkineni, Raghuvaran, J.D. Chakravarthi","Azam (assistant dialogue), Tanikella Bharani (dialogue), Iqbal Durrani (dialogue), Ram Gopal Varma (screenplay), Ram Gopal Varma (story)",2,1,3,Telugu,India,Telugu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Shutter,2004,,,,65.0,3.5,1767.0,7.1,32356.0,tt0440803,1 win & 1 nomination.,"Horror, Mystery, Thriller",Thai,Thailand,"Banjong Pisanthanakun, Parkpoom Wongpoom",NOT RATED,97.0,"Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool","Banjong Pisanthanakun, Sophon Sakdaphisit, Parkpoom Wongpoom",1,1,2,Thai,Thailand,Thai,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
951,Sideways,2004,96.0,8.5,223.0,78.0,3.4,196891.0,7.5,152323.0,tt0375063,Won 1 Oscar. Another 120 wins & 82 nominations.,"Comedy, Drama, Romance","English, Armenian","USA, Hungary",Alexander Payne,R,126.0,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","Rex Pickett (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",121,82,203,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
952,Ninotchka,1939,97.0,8.3,32.0,89.0,4.0,6704.0,8.0,14721.0,tt0031725,Nominated for 4 Oscars. Another 2 wins & 2 nominations.,"Comedy, Romance","English, Russian",USA,Ernst Lubitsch,PASSED,110.0,"Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi","Charles Brackett (screen play), Billy Wilder (screen play), Walter Reisch (screen play), Melchior Lengyel (based on the original story by)",2,6,8,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
953,Blood Simple.,1984,94.0,8.2,88.0,88.0,3.9,38518.0,7.7,69181.0,tt0086979,4 wins & 6 nominations.,"Crime, Thriller","English, Spanish",USA,"Joel Coen, Ethan Coen",R,99.0,"John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh","Joel Coen, Ethan Coen",4,6,10,English,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Singam,2010,,,,66.0,3.6,215.0,6.6,3604.0,tt1655607,2 wins & 4 nominations.,"Action, Crime, Drama","Tamil, Tulu, English",India,Hari,N/A,160.0,"Suriya, Anushka Shetty, Prakash Raj, Vivek",Hari,2,4,6,Tamil,India,Tamil,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Sisters,1972,81.0,7.0,27.0,72.0,3.5,5975.0,7.0,10911.0,tt0070698,1 nomination.,"Horror, Thriller","English, French",USA,Brian De Palma,R,93.0,"Margot Kidder, Jennifer Salt, Charles Durning, William Finley","Brian De Palma (screenplay), Louisa Rose (screenplay), Brian De Palma (original story)",0,1,1,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
956,Penthouse,1933,,,,,,,6.9,704.0,tt0024435,N/A,"Crime, Mystery, Romance",English,USA,W.S. Van Dyke,APPROVED,90.0,"Warner Baxter, Myrna Loy, Charles Butterworth, Mae Clarke","Frances Goodrich (screen play), Albert Hackett (screen play), Arthur Somers Roche (from the story by: in Cosmopolitan Magazine)",0,0,0,English,USA,English,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
957,Solyaris,1968,,,,,,,7.0,108.0,tt1808482,N/A,"Drama, Sci-Fi",Russian,Soviet Union,"Lidiya Ishimbaeva, Boris Nirenburg",N/A,142.0,"Vasiliy Lanovoy, Antonina Pilyus, Vladimir Etush, Viktor Zozulin","Nikolay Kemarskiy (screenplay), Stanislaw Lem (author), N. Kemasky",0,0,0,Russian,Soviet Union,Russian,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
958,Midsummer,2003,,,,47.0,3.1,367.0,5.8,1972.0,tt0339385,1 win & 4 nominations.,"Drama, Horror, Mystery",Danish,"Denmark, Sweden",Carsten Myllerup,N/A,94.0,"Kristian Leth, Laura Christensen, Tuva Novotny, Jon Lange",Rasmus Heisterberg,1,4,5,Danish,Denmark,Danish,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
959,My Favorite Wife,1940,85.0,6.8,13.0,82.0,3.9,5571.0,7.4,7167.0,tt0029284,N/A,"Comedy, Romance",English,USA,Garson Kanin,APPROVED,88.0,"Irene Dunne, Cary Grant, Randolph Scott, Gail Patrick","Bella Spewack (original story), Sam Spewack (original story), Leo McCarey (original story), Bella Spewack (written for the screen by), Sam Spewack (written for the screen by)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
960,Somewhere in Sonora,1927,,,,,,,,,tt0018425,N/A,Western,N/A,USA,Albert S. Rogell,N/A,,"Ken Maynard, Kathleen Collins, Frank Leigh, Joseph Bennett","Will Levington Comfort (novel), Marion Jackson (adaptation)",0,0,0,N/A,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
961,The Wages of Fear,1953,100.0,8.9,40.0,95.0,4.4,8466.0,8.2,36697.0,tt0046268,Won 1 BAFTA Film Award. Another 5 wins.,"Adventure, Drama, Thriller","French, English, Spanish, German, Italian, Russian","France, Italy",Henri-Georges Clouzot,NOT RATED,131.0,"Yves Montand, Charles Vanel, Folco Lulli, Peter van Eyck","Georges Arnaud (novel), Henri-Georges Clouzot (adaptation), Jérôme Géronimi (adaptation)",6,0,6,French,France,French,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,The House on Sorority Row,1983,50.0,5.0,8.0,34.0,2.9,2235.0,6.1,4389.0,tt0085694,N/A,"Horror, Mystery, Thriller",English,USA,Mark Rosman,R,91.0,"Kate McNeil, Eileen Davidson, Janis Ward, Robin Meloy","Mark Rosman, Bobby Fine (additional dialogue)",0,0,0,English,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
963,Sorrell and Son,1927,,,,,,,6.2,29.0,tt0018429,N/A,Drama,English,USA,Herbert Brenon,N/A,100.0,"H.B. Warner, Anna Q. Nilsson, Mickey McBan, Carmel Myers","Warwick Deeping (novel), Herbert Brenon, Elizabeth Meehan (adaptation)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Little Miss Marker,1934,,,,,,,7.1,921.0,tt0025410,1 win.,"Comedy, Family, Drama",English,USA,Alexander Hall,PASSED,80.0,"Adolphe Menjou, Shirley Temple, Dorothy Dell, Charles Bickford","Damon Runyon (story), William R. Lipman (screenplay), Sam Hellman (screenplay), Gladys Lehman (screenplay)",1,0,1,English,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
965,Sparkle,1976,13.0,3.7,8.0,91.0,4.3,4558.0,7.1,1062.0,tt0075249,N/A,"Drama, Music",English,USA,Sam O'Steen,PG,98.0,"Philip Michael Thomas, Irene Cara, Lonette McKee, Dwan Smith","Howard Rosenman (story), Joel Schumacher",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,Frühjahrsparade,1934,,,,,,,6.4,8.0,tt0026389,1 nomination.,Comedy,German,"Hungary, Austria, Germany",Géza von Bolváry,N/A,93.0,"Paul Hörbiger, Franciska Gaal, Wolf Albach-Retty, Theo Lingen","Ernst Marischka, Ernst Neubach (story)",0,1,1,German,Hungary,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
967,Spring in a Small Town,1948,100.0,9.6,13.0,83.0,3.9,709.0,7.6,1544.0,tt0189219,N/A,"Drama, Romance",Mandarin,China,Mu Fei,N/A,98.0,"Chaoming Cui, Wei Li, Yu Shi, Wei Wei",Tianji Li,0,0,0,Mandarin,China,Mandarin,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
968,The Squaw Man,1914,,,,25.0,3.2,275.0,6.2,673.0,tt0004635,N/A,"Action, Drama, Romance",English,USA,"Oscar Apfel, Cecil B. DeMille",NOT RATED,74.0,"Dustin Farnum, Monroe Salisbury, Winifred Kingston, Mrs. A.W. Filson","Edwin Milton Royle (play), Cecil B. DeMille (picturized by), Oscar Apfel (picturized by)",0,0,0,English,USA,English,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
969,Stagecoach,1939,100.0,9.2,36.0,86.0,3.9,14297.0,7.9,31991.0,tt0031971,Won 2 Oscars. Another 4 wins & 5 nominations.,"Adventure, Western",English,USA,John Ford,NOT RATED,96.0,"Claire Trevor, John Wayne, Andy Devine, John Carradine","Ernest Haycox (original story), Dudley Nichols (screen play)",6,5,11,English,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
970,A Star Is Born,1937,100.0,7.5,11.0,78.0,3.6,2563.0,7.6,5329.0,tt0029606,Won 1 Oscar. Another 2 wins & 7 nominations.,Drama,English,USA,"William A. Wellman, Jack Conway",NOT RATED,111.0,"Janet Gaynor, Fredric March, Adolphe Menjou, May Robson","Dorothy Parker (screen play), Alan Campbell (screen play), Robert Carson (screen play), William A. Wellman (from a story by), Robert Carson (from a story by)",3,7,10,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,State Fair,1933,,,,61.0,3.8,191.0,6.9,565.0,tt0024610,Nominated for 2 Oscars. Another 2 wins.,"Comedy, Drama, Romance",English,USA,Henry King,PASSED,99.0,"Janet Gaynor, Will Rogers, Lew Ayres, Sally Eilers","Sonya Levien (screenplay), Paul Green (screenplay), Philip Stong (novel)",2,2,4,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
972,The Stepfather,1987,86.0,6.7,29.0,65.0,3.4,3209.0,6.8,9373.0,tt0094035,2 wins & 8 nominations.,"Crime, Horror, Thriller",English,"UK, Canada, USA",Joseph Ruben,R,89.0,"Terry O'Quinn, Jill Schoelen, Shelley Hack, Charles Lanyer","Carolyn Lefcourt (story), Brian Garfield (story), Donald E. Westlake (story), Donald E. Westlake (screenplay)",2,8,10,English,UK,English,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
973,The Stepford Wives,1975,69.0,6.2,29.0,64.0,3.2,14239.0,6.9,12500.0,tt0073747,1 win & 1 nomination.,"Horror, Mystery, Sci-Fi",English,USA,Bryan Forbes,PG,115.0,"Katharine Ross, Paula Prentiss, Peter Masterson, Nanette Newman","Ira Levin (novel), William Goldman (screenplay)",1,1,2,English,USA,English,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
974,Dark Victory,1939,86.0,7.3,21.0,81.0,3.9,5160.0,7.6,7562.0,tt0031210,Nominated for 3 Oscars. Another 1 nomination.,"Drama, Romance",English,USA,Edmund Goulding,APPROVED,104.0,"Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald","Casey Robinson (screen play), George Emerson Brewer Jr. (from the play by), Bertram Bloch (from the play by)",0,4,4,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
975,Straw Dogs,1971,91.0,8.3,33.0,82.0,3.8,22738.0,7.5,46393.0,tt0067800,Nominated for 1 Oscar. Another 1 win & 1 nomination.,"Crime, Drama, Thriller",English,"UK, USA",Sam Peckinpah,UNRATED,113.0,"Dustin Hoffman, Susan George, Peter Vaughan, T.P. McKenna","David Zelag Goodman (screenplay), Sam Peckinpah (screenplay), Gordon Williams (novel)",1,2,3,English,UK,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,The Sunshine Boys,1975,81.0,7.3,21.0,73.0,3.5,2423.0,7.2,4251.0,tt0073766,Won 1 Oscar. Another 5 wins & 6 nominations.,Comedy,English,USA,Herbert Ross,PG,111.0,"Walter Matthau, George Burns, Richard Benjamin, Lee Meredith",Neil Simon (screenplay),6,6,12,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
977,Suspicion,1941,100.0,7.8,27.0,78.0,3.7,14521.0,7.4,24148.0,tt0034248,Won 1 Oscar. Another 2 wins & 2 nominations.,"Mystery, Thriller",English,USA,Alfred Hitchcock,NOT RATED,99.0,"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce","Samson Raphaelson (screen play), Joan Harrison (screen play), Alma Reville (screen play), Anthony Berkeley (novel)",3,2,5,English,USA,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
978,The Swan,1925,,,,,,,6.2,18.0,tt0016409,N/A,"Comedy, Romance",N/A,USA,Dimitri Buchowetzki,N/A,85.0,"Frances Howard, Adolphe Menjou, Ricardo Cortez, Ida Waterman","Melville Baker (translation), Dimitri Buchowetzki, Ferenc Molnár (play)",0,0,0,N/A,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
979,Miss Granny,2014,80.0,8.0,5.0,89.0,4.1,200.0,7.3,1611.0,tt3516378,4 wins & 8 nominations.,"Comedy, Fantasy, Music",Korean,South Korea,Dong-hyuk Hwang,N/A,124.0,"Eun-kyung Shim, Mun-hee Na, In-hwan Park, Dong-il Sung","Dong-ik Shin, Yoon-jeong Hong, Hee-seon Dong, Dong-hyuk Hwang (adaptation)",4,8,12,Korean,South Korea,Korean,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
980,Sweet November,1968,,,,55.0,3.5,82.0,7.1,782.0,tt0063661,N/A,"Comedy, Drama, Romance",English,USA,Robert Ellis Miller,APPROVED,114.0,"Sandy Dennis, Anthony Newley, Theodore Bikel, Burr DeBenning",Herman Raucher,0,0,0,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
981,Swept Away,1974,67.0,5.8,15.0,78.0,3.7,3158.0,7.7,3958.0,tt0073817,4 wins & 3 nominations.,"Adventure, Comedy, Drama",Italian,Italy,Lina Wertmüller,R,116.0,"Giancarlo Giannini, Mariangela Melato, Riccardo Salvino, Isa Danieli",Lina Wertmüller,4,3,7,Italian,Italy,Italian,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,The Front Page,1931,91.0,7.4,11.0,63.0,3.2,967.0,6.9,1403.0,tt0021890,Nominated for 3 Oscars. Another 2 wins.,Comedy,English,USA,Lewis Milestone,TV-PG,101.0,"Adolphe Menjou, Pat O'Brien, Mary Brian, Edward Everett Horton","Ben Hecht (by), Charles MacArthur (by), Bartlett Cormack (adaptation), Charles Lederer (additional dialogue)",2,3,5,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
983,Ramana,2002,,,,,,,8.1,1259.0,tt0378647,1 win.,"Action, Drama","Tamil, Hindi",India,A.R. Murugadoss,N/A,140.0,"Vijayakanth, Simran, Ashima Bhalla, Yugi Sethu",N/A,1,0,1,Tamil,India,Tamil,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,The Taking of Pelham One Two Three,1974,100.0,8.2,34.0,88.0,3.9,9258.0,7.7,20214.0,tt0072251,Nominated for 1 BAFTA Film Award. Another 2 nominations.,"Action, Crime, Thriller","English, Spanish",USA,Joseph Sargent,R,104.0,"Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo","John Godey (novel), Peter Stone (screenplay)",0,3,3,English,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Tarzan the Ape Man,1932,100.0,7.8,13.0,68.0,3.5,978.0,7.2,5620.0,tt0023551,1 win & 3 nominations.,"Action, Adventure, Romance",English,USA,W.S. Van Dyke,PASSED,100.0,"Johnny Weissmuller, Neil Hamilton, C. Aubrey Smith, Maureen O'Sullivan","Edgar Rice Burroughs (based upon the characters created by), Cyril Hume (adaptation), Ivor Novello (dialogue)",1,3,4,English,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
986,Taxi,1996,,,,,,,6.7,664.0,tt0117866,2 wins & 3 nominations.,"Crime, Drama, Romance",Spanish,Spain,Carlos Saura,N/A,112.0,"Ingrid Rubio, Carlos Fuentes, Ágata Lys, Ángel de Andrés López",Santiago Tabernero,2,3,5,Spanish,Spain,Spanish,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
987,The Ten Commandments,1923,83.0,6.7,6.0,74.0,3.7,7707.0,7.1,1338.0,tt0014532,N/A,"Biography, Drama, Fantasy",English,USA,Cecil B. DeMille,PASSED,136.0,"Theodore Roberts, Charles de Rochefort, Estelle Taylor, Julia Faye",Jeanie Macpherson (story),0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
988,The Texas Chain Saw Massacre,1974,88.0,7.9,57.0,82.0,3.4,201664.0,7.5,100022.0,tt0072271,1 win & 1 nomination.,"Horror, Thriller",English,USA,Tobe Hooper,R,83.0,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail","Kim Henkel (screenplay), Tobe Hooper (story & screenplay)",1,1,2,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
989,That Darn Cat!,1965,93.0,7.0,15.0,71.0,3.2,11726.0,6.7,4213.0,tt0059793,6 nominations.,"Comedy, Crime, Family","English, French",USA,Robert Stevenson,APPROVED,116.0,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall","Gordon Gordon (screenplay), Mildred Gordon (screenplay), Bill Walsh (screenplay), Gordon Gordon (book), Mildred Gordon (book)",0,6,6,English,USA,English,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
990,The Life of Jimmy Dolan,1933,,,,17.0,3.3,63.0,6.8,352.0,tt0024257,N/A,"Romance, Drama",English,USA,Archie Mayo,TV-G,88.0,"Douglas Fairbanks Jr., Loretta Young, Aline MacMahon, Guy Kibbee","Bertram Millhauser (based on a play by), Beulah Marie Dix (based on a play by), David Boehm (screen play), Erwin S. Gelsey (screen play)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
991,The Thief of Bagdad,1924,96.0,8.2,25.0,82.0,3.8,2253.0,7.9,4160.0,tt0015400,2 wins.,"Adventure, Family, Fantasy",N/A,USA,Raoul Walsh,APPROVED,155.0,"Douglas Fairbanks, Snitz Edwards, Charles Belcher, Julanne Johnston","Lotta Woods (scenario editor), Douglas Fairbanks (story)",2,0,2,N/A,USA,English,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
992,Nippon tanjô,1959,,,,,,,6.9,157.0,tt0053117,N/A,"Adventure, Comedy, Drama",Japanese,Japan,Hiroshi Inagaki,N/A,112.0,"Toshirô Mifune, Yôko Tsukasa, Akihiko Hirata, Kyôko Kagawa","Ryûzô Kikushima, Toshio Yasumi",0,0,0,Japanese,Japan,Japanese,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993,The Thing from Another World,1951,88.0,7.6,32.0,73.0,3.6,7836.0,7.3,19233.0,tt0044121,1 win.,"Horror, Sci-Fi",English,USA,"Christian Nyby, Howard Hawks",UNRATED,87.0,"Margaret Sheridan, Kenneth Tobey, Robert Cornthwaite, Douglas Spencer","Charles Lederer (screenplay), John W. Campbell Jr. (based on the story ""Who Goes There?"" by)",1,0,1,English,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
994,World on a Wire,1973,100.0,8.2,21.0,86.0,4.1,3105.0,7.9,3605.0,tt0070904,1 win.,"Crime, Mystery, Sci-Fi","German, English",West Germany,Rainer Werner Fassbinder,NOT RATED,212.0,"Klaus Löwitsch, Barbara Valentin, Mascha Rabben, Karl Heinz Vosgerau","Daniel F. Galouye (novel), Fritz Müller-Scherz (teleplay), Rainer Werner Fassbinder (teleplay)",1,0,1,German,West Germany,German,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
995,13 Ghosts,1960,36.0,5.0,14.0,41.0,3.0,282448.0,6.1,3792.0,tt0053559,N/A,Horror,English,USA,William Castle,NOT RATED,85.0,"Charles Herbert, Jo Morrow, Martin Milner, Rosemary DeCamp",Robb White,0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
996,The Thomas Crown Affair,1968,79.0,6.6,28.0,74.0,3.6,9623.0,7.0,16947.0,tt0063688,Won 1 Oscar. Another 1 win & 5 nominations.,"Crime, Drama, Romance",English,USA,Norman Jewison,R,102.0,"Steve McQueen, Faye Dunaway, Paul Burke, Jack Weston",Alan Trustman,2,5,7,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
