,Title,Year,tomatoMeter,tomatoRating,tomatoReviews,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,imdbRating,imdbVotes,imdbID,Awards,Genre,Language,Country,Director,Rated,Runtime,Actors,Writer,Award_count,Noms_count,Noms+Awards,PrimaryLanguage,PrimaryCountry,PrimaryLangFixed,Crime,Drama,Thriller,Action,Adventure,Film_Noir,Mystery,Comedy,Family,Horror,Sci_Fi,Romance,Music,Fantasy,Western,War,Sport,History,Biography
874,Outside the Law,1920,,,,56.0,3.6,71.0,6.7,344.0,tt0012538,N/A,"Crime, Romance, Thriller",English,USA,Tod Browning,PASSED,75.0,"Priscilla Dean, Wheeler Oakman, Lon Chaney, Ralph Lewis","Gardner Bradford (titles), Tod Browning, Lucien Hubbard",0,0,0,English,USA,English,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
875,A Yank at Oxford,1938,,,,50.0,3.4,445.0,6.7,794.0,tt0030989,N/A,"Drama, Romance, Sport","English, Latin",UK,Jack Conway,PASSED,102.0,"Robert Taylor, Lionel Barrymore, Maureen O'Sullivan, Vivien Leigh","Malcolm Stuart Boylan (screen play), Walter Ferris (screen play), George Oppenheimer (screen play), Leon Gordon (original story), Sidney Gilliat (original story), Michael Hogan (original story), John Monk Saunders (from an idea by)",0,0,0,English,UK,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
876,Gold Diggers of 1933,1933,100.0,9.2,10.0,86.0,4.0,1990.0,8.1,5462.0,tt0024069,Nominated for 1 Oscar. Another 1 win.,"Comedy, Drama, Musical",English,USA,Mervyn LeRoy,UNRATED,97.0,"Warren William, Joan Blondell, Aline MacMahon, Ruby Keeler","Erwin S. Gelsey (screenplay), James Seymour (screenplay), David Boehm (dialogue), Ben Markson (dialogue), Avery Hopwood (based on a play by)",1,1,2,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
877,The Grand Highway,1987,,,,91.0,4.2,114.0,7.6,1127.0,tt0093111,8 wins & 4 nominations.,Drama,French,France,Jean-Loup Hubert,R,104.0,"Anémone, Richard Bohringer, Antoine Hubert, Vanessa Guedj","Jean-Loup Hubert (novel), Jean-Loup Hubert (screenplay)",8,4,12,French,France,French,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,The Parent Trap,1961,89.0,6.7,18.0,74.0,3.3,174481.0,7.1,14252.0,tt0055277,Nominated for 2 Oscars. Another 2 wins & 6 nominations.,"Comedy, Family, Romance",English,USA,David Swift,APPROVED,129.0,"Hayley Mills, Maureen O'Hara, Brian Keith, Charles Ruggles","Erich Kästner (book), David Swift (written for the screen by)",2,8,10,English,USA,English,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
879,Holiday for Henrietta,1952,,,,,,,7.4,129.0,tt0048104,N/A,Comedy,French,France,Julien Duvivier,N/A,118.0,"Dany Robin, Michel Auclair, Hildegard Knef, Louis Seigner","Julien Duvivier, Henri Jeanson (dialogue)",0,0,0,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
880,Pathfinder,1987,,,,85.0,3.9,1182.0,7.4,4023.0,tt0093668,Nominated for 1 Oscar. Another 5 wins & 2 nominations.,"Action, Adventure, Drama",Saami,Norway,Nils Gaup,N/A,86.0,"Mikkel Gaup, Ingvald Guttorm, Nils Utsi, Henrik H. Buljo",Nils Gaup,5,3,8,Saami,Norway,Saami,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Shanghai Express,1932,100.0,8.6,15.0,81.0,3.8,1495.0,7.4,5014.0,tt0023458,Won 1 Oscar. Another 2 nominations.,"Adventure, Drama, Romance","English, French, Cantonese, German",USA,Josef von Sternberg,PASSED,82.0,"Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland","Jules Furthman (screen play), Harry Hervey (based on the story by)",1,2,3,English,USA,English,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,Dial M for Murder,1954,88.0,7.2,43.0,92.0,3.9,37614.0,8.2,110847.0,tt0046912,Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,"Crime, Film-Noir, Thriller",English,USA,Alfred Hitchcock,PG,105.0,"Ray Milland, Grace Kelly, Robert Cummings, John Williams","Frederick Knott (screen play), Frederick Knott (adapted from his play)",3,3,6,English,USA,English,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
883,The Phantom Carriage,1921,,,,90.0,4.0,38.0,8.1,6764.0,tt0012364,N/A,"Drama, Fantasy, Horror",Swedish,Sweden,Victor Sjöström,NOT RATED,93.0,"Victor Sjöström, Hilda Borgström, Tore Svennberg, Astrid Holm","Selma Lagerlöf (novel), Victor Sjöström",0,0,0,Swedish,Sweden,Swedish,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
884,Picnic,1955,57.0,6.7,7.0,55.0,3.4,2480.0,7.2,6386.0,tt0048491,Won 2 Oscars. Another 3 wins & 11 nominations.,"Drama, Romance",English,USA,Joshua Logan,APPROVED,115.0,"William Holden, Kim Novak, Betty Field, Susan Strasberg","Daniel Taradash (screenplay), William Inge (play)",5,11,16,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,Piranha,1978,72.0,6.5,25.0,42.0,2.8,11973.0,5.9,14502.0,tt0078087,1 win & 1 nomination.,"Comedy, Horror, Sci-Fi",English,"USA, Netherlands",Joe Dante,R,94.0,"Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy, Keenan Wynn","Richard Robinson (story), John Sayles (story), John Sayles (screenplay)",1,1,2,English,USA,English,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
886,The Plainsman,1936,,,,54.0,3.1,1329.0,6.9,1371.0,tt0028108,N/A,"Biography, History, Romance",English,USA,Cecil B. DeMille,APPROVED,113.0,"Gary Cooper, Jean Arthur, James Ellison, Charles Bickford","Waldemar Young (screen play), Harold Lamb (screen play), Lynn Riggs (screen play), Jeanie Macpherson (material compiled by), Courtney Ryley Cooper (based on data from stories by), Frank J. Wilstach (based on data from stories by)",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
887,Planet of the Apes,1968,90.0,7.6,50.0,87.0,3.4,118273.0,8.0,138871.0,tt0063442,Nominated for 2 Oscars. Another 4 wins & 1 nomination.,"Adventure, Sci-Fi",English,USA,Franklin J. Schaffner,G,112.0,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans","Michael Wilson (screenplay), Rod Serling (screenplay), Pierre Boulle (novel)",4,3,7,English,USA,English,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
888,The Plank,1967,,,,77.0,3.9,460.0,6.9,902.0,tt0062133,N/A,Comedy,English,UK,Eric Sykes,N/A,45.0,"Tommy Cooper, Eric Sykes, Jimmy Edwards, Roy Castle",Eric Sykes,0,0,0,English,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
889,Lady for a Day,1933,100.0,7.6,12.0,79.0,3.8,501.0,7.5,2708.0,tt0024240,N/A,Comedy,"English, Spanish",USA,Frank Capra,TV-G,96.0,"Warren William, May Robson, Guy Kibbee, Glenda Farrell","Robert Riskin (screen play and dialogue), Damon Runyon (from the story by)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
890,Point Break,1991,68.0,6.1,57.0,79.0,3.4,132798.0,7.2,116228.0,tt0102685,1 win & 2 nominations.,"Action, Crime, Drama",English,"USA, Japan",Kathryn Bigelow,R,122.0,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty","Rick King (story), W. Peter Iliff (story), W. Peter Iliff (screenplay)",1,2,3,English,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,La Femme Nikita,1990,88.0,7.2,42.0,84.0,3.6,55754.0,7.4,55868.0,tt0100263,Nominated for 1 Golden Globe. Another 5 wins & 14 nominations.,"Action, Thriller","French, Italian, English","France, Italy",Luc Besson,R,117.0,"Anne Parillaud, Marc Duret, Patrick Fontana, Alain Lathière",Luc Besson,5,15,20,French,France,French,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,Poltergeist,1982,88.0,7.2,56.0,78.0,3.4,181435.0,7.4,109074.0,tt0084516,Nominated for 3 Oscars. Another 4 wins & 4 nominations.,"Fantasy, Horror",English,USA,Tobe Hooper,PG,114.0,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne","Steven Spielberg (screenplay), Michael Grais (screenplay), Mark Victor (screenplay), Steven Spielberg (story)",4,7,11,English,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
893,Pokiri,2006,,,,91.0,4.3,1322.0,8.0,7744.0,tt0816258,2 wins.,"Action, Comedy","Telugu, Telugu",India,Puri Jagannadh,N/A,164.0,"Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar","Puri Jagannadh (dialogue), Puri Jagannadh (screenplay), Puri Jagannadh (story), Meher Ramesh (script associate)",2,0,2,Telugu,India,Telugu,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
894,The Poseidon Adventure,1972,79.0,6.8,24.0,75.0,3.4,47227.0,7.1,33398.0,tt0069113,Won 1 Oscar. Another 4 wins & 13 nominations.,"Action, Adventure, Drama","English, Hebrew",USA,"Ronald Neame, Irwin Allen",PG,117.0,"Gene Hackman, Ernest Borgnine, Red Buttons, Carol Lynley","Paul Gallico (novel), Stirling Silliphant (screenplay), Wendell Mayes (screenplay)",5,13,18,English,USA,English,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,The Bishop's Wife,1947,82.0,6.4,22.0,82.0,3.8,7863.0,7.6,10307.0,tt0039190,Won 1 Oscar. Another 4 nominations.,"Comedy, Drama, Fantasy","English, French",USA,Henry Koster,NOT RATED,109.0,"Cary Grant, Loretta Young, David Niven, Monty Woolley","Robert E. Sherwood (screenplay), Leonardo Bercovici (screenplay), Robert Nathan (novel)",1,4,5,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
896,Premonition,2004,,,,58.0,3.4,8177.0,6.3,3425.0,tt0419280,N/A,Horror,Japanese,Japan,Norio Tsuruta,R,95.0,"Hiroshi Mikami, Noriko Sakai, Maki Horikita, Mayumi Ono","Noboru Takagi (screenplay), Norio Tsuruta (screenplay), Jirô Tsunoda (comic ""Kyôfu shinbun"")",0,0,0,Japanese,Japan,Japanese,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
897,The Prisoner of Zenda,1937,100.0,8.9,8.0,82.0,3.9,688.0,7.8,3324.0,tt0029442,Nominated for 2 Oscars. Another 1 win & 1 nomination.,"Adventure, Drama, Romance",English,USA,"John Cromwell, W.S. Van Dyke",APPROVED,101.0,"Ronald Colman, Madeleine Carroll, C. Aubrey Smith, Raymond Massey","Anthony Hope (celebrated novel), John L. Balderston (screen play), Edward E. Rose (dramatization), Wells Root (adaptation), Donald Ogden Stewart (additional dialogue)",1,3,4,English,USA,English,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898,The Producers,1967,91.0,8.0,64.0,85.0,3.7,55868.0,7.7,40840.0,tt0063462,Won 1 Oscar. Another 2 wins & 5 nominations.,Comedy,"English, German",USA,Mel Brooks,PG,88.0,"Estelle Winwood, Renée Taylor, David Patch, William Hickey",Mel Brooks,3,5,8,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
899,Prom Night,1980,42.0,4.4,19.0,35.0,2.9,20022.0,5.4,10615.0,tt0081383,2 nominations.,"Horror, Thriller",English,Canada,Paul Lynch,R,92.0,"Leslie Nielsen, Jamie Lee Curtis, Casey Stevens, Anne-Marie Martin","William Gray (screenplay), Robert Guza Jr. (story)",0,2,2,English,Canada,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
900,Psycho,1960,96.0,9.2,84.0,94.0,3.9,237610.0,8.5,437693.0,tt0054215,Nominated for 4 Oscars. Another 5 wins & 9 nominations.,"Horror, Mystery, Thriller",English,USA,Alfred Hitchcock,R,109.0,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh","Joseph Stefano (screenplay), Robert Bloch (novel)",5,13,18,English,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
901,Pulse,2001,73.0,6.8,49.0,60.0,3.3,11822.0,6.6,12005.0,tt0286751,2 wins & 2 nominations.,"Horror, Mystery, Sci-Fi",Japanese,Japan,Kiyoshi Kurosawa,R,118.0,"Haruhiko Katô, Kumiko Asô, Koyuki, Kurume Arisaka",Kiyoshi Kurosawa,2,2,4,Japanese,Japan,Japanese,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
902,La chèvre d'or,1981,,,,,,,,,tt0814671,N/A,Drama,French,France,Jean Dasque,N/A,55.0,"Angelo Bardi, Alexandre Fabre, Emmanuel Galliero, Roger Heritier","Paul Arène (novel), Jean Dasque (adaptation), Florence Kneler (adaptation)",0,0,0,French,France,French,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Pusher,1996,,,,,,,7.4,26914.0,tt0117407,1 win.,"Crime, Thriller","Danish, Swedish, Serbo-Croatian",Denmark,Nicolas Winding Refn,NOT RATED,110.0,"Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic","Jens Dahl, Nicolas Winding Refn",1,0,1,Danish,Denmark,Danish,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,[Rec],2007,90.0,7.5,30.0,81.0,3.8,49846.0,7.5,134399.0,tt1038988,16 wins & 12 nominations.,Horror,"Spanish, Japanese",Spain,"Jaume Balagueró, Paco Plaza",R,78.0,"Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Pablo Rosso","Jaume Balagueró, Luiso Berdejo, Paco Plaza",16,12,28,Spanish,Spain,Spanish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
905,The Racket,1928,100.0,6.9,5.0,75.0,3.6,163.0,6.9,641.0,tt0019304,N/A,"Crime, Drama, Film-Noir",English,USA,Lewis Milestone,PASSED,84.0,"Thomas Meighan, Louis Wolheim, Marie Prevost, G. Pat Collins","Bartlett Cormack (from the stage success of), Bartlett Cormack (adaptation), Del Andrews (scenario), Tom Miranda (titles)",0,0,0,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,The Rainmaker,1956,,,,62.0,3.4,2708.0,7.1,2720.0,tt0049653,Nominated for 2 Oscars. Another 2 wins & 5 nominations.,"Romance, Western",English,USA,Joseph Anthony,APPROVED,121.0,"Burt Lancaster, Katharine Hepburn, Wendell Corey, Lloyd Bridges","N. Richard Nash (screenplay), N. Richard Nash (play)",2,7,9,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
907,The Rains Came,1939,,,,66.0,3.6,513.0,7.0,1266.0,tt0031835,Won 1 Oscar. Another 5 nominations.,"Adventure, Drama, Romance",English,USA,Clarence Brown,APPROVED,103.0,"Myrna Loy, Tyrone Power, George Brent, Brenda Joyce","Philip Dunne (screen play), Julien Josephson (screen play), Louis Bromfield (novel)",1,5,6,English,USA,English,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,Sholay,1975,,,,96.0,4.5,8177.0,8.4,34179.0,tt0073707,2 wins.,"Action, Adventure, Comedy",Hindi,India,Ramesh Sippy,NOT RATED,162.0,"Dharmendra, Sanjeev Kumar, Hema Malini, Amitabh Bachchan","Javed Akhtar, Salim Khan",2,0,2,Hindi,India,Hindi,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
909,Ransom!,1956,,,,64.0,3.6,89.0,6.9,1158.0,tt0049656,N/A,"Crime, Drama, Film-Noir",English,USA,Alex Segal,APPROVED,109.0,"Glenn Ford, Donna Reed, Leslie Nielsen, Juano Hernandez","Cyril Hume (screenplay), Richard Maibaum (screenplay)",0,0,0,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Rear Window,1954,100.0,8.9,63.0,95.0,4.2,148894.0,8.5,327050.0,tt0047396,Nominated for 4 Oscars. Another 6 wins & 8 nominations.,"Mystery, Thriller",English,USA,Alfred Hitchcock,APPROVED,112.0,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter","John Michael Hayes (screenplay), Cornell Woolrich (based on the short story by)",6,12,18,English,USA,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
911,Red Dawn,1984,53.0,4.8,19.0,65.0,3.3,48921.0,6.4,42496.0,tt0087985,1 nomination.,"Action, Drama, War","English, Russian, Spanish",USA,John Milius,PG-13,114.0,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen","Kevin Reynolds (story), John Milius (screenplay), Kevin Reynolds (screenplay)",0,1,1,English,USA,English,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
912,The Range Feud,1931,,,,,,36.0,5.8,215.0,tt0022293,N/A,"Mystery, Western",English,USA,D. Ross Lederman,PASSED,64.0,"Buck Jones, John Wayne, Susan Fleming, Edward LeSaint","Milton Krims (story), Milton Krims (dialogue), George H. Plympton (continuity)",0,0,0,English,USA,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
913,Reefer Madness,1936,46.0,4.8,24.0,38.0,2.9,11118.0,3.8,6354.0,tt0028346,N/A,"Drama, Thriller",English,USA,Louis J. Gasnier,PG,66.0,"Dorothy Short, Kenneth Craig, Lillian Miles, Dave O'Brien","Lawrence Meade (original story), Arthur Hoerl (screenplay), Paul Franklin (additional dialogue)",0,0,0,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Force majeure,1989,,,,,,,6.3,332.0,tt0097376,3 nominations.,Drama,French,France,Pierre Jolivet,N/A,86.0,"Patrick Bruel, François Cluzet, Kristin Scott Thomas, Alan Bates","Pierre Jolivet, Olivier Schatzky",0,3,3,French,France,French,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,"Yongary, Monster from the Deep",1967,,,,17.0,2.7,387.0,4.3,680.0,tt0061549,N/A,"Sci-Fi, Horror",Korean,"South Korea, Japan",Ki-duk Kim,PG,80.0,"Yeong-il Oh, Jeong-im Nam, Sun-jae Lee, Moon Kang","Ki-duk Kim (screenplay), Yun-sung Seo",0,0,0,Korean,South Korea,Korean,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
916,Old Acquaintance,1943,,,,75.0,3.7,441.0,7.6,2067.0,tt0036230,N/A,"Drama, Romance",English,USA,Vincent Sherman,APPROVED,110.0,"Bette Davis, Miriam Hopkins, Gig Young, John Loder","John Van Druten (screenplay), Lenore J. Coffee (screenplay), John Van Druten (play)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,The Unknown Cavalier,1926,,,,,,,,,tt0017500,N/A,Western,N/A,USA,Albert S. Rogell,N/A,,"Ken Maynard, Kathleen Collins, David Torrence, T. Roy Barnes","Marion Jackson (adaptation), Kenneth Perkins (novel), Don Ryan (titles)",0,0,0,N/A,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
918,Broadway Bill,1934,,,,50.0,3.4,93.0,6.7,616.0,tt0024916,1 nomination.,"Comedy, Drama",English,USA,Frank Capra,APPROVED,104.0,"Warner Baxter, Myrna Loy, Walter Connolly, Helen Vinson","Robert Riskin (screen play), Mark Hellinger (based upon a story ""Strictly Confidential"" by)",0,1,1,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
919,Ringu,1998,97.0,7.6,36.0,81.0,3.6,46227.0,7.3,51766.0,tt0178868,6 wins & 1 nomination.,"Horror, Mystery, Sci-Fi",Japanese,Japan,Hideo Nakata,UNRATED,96.0,"Nanako Matsushima, Miki Nakatani, Yûko Takeuchi, Hitomi Satô","Hiroshi Takahashi (screenplay), Kôji Suzuki (novel)",6,1,7,Japanese,Japan,Japanese,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
920,Rio Bravo,1959,100.0,8.4,38.0,91.0,4.0,23557.0,8.0,43629.0,tt0053221,Won 1 Golden Globe. Another 1 win & 4 nominations.,"Action, Drama, Western","English, Spanish",USA,Howard Hawks,NOT RATED,141.0,"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson","Jules Furthman (screenplay), Leigh Brackett (screenplay), B.H. McCampbell (short story)",2,4,6,English,USA,English,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
921,Rio Rita,1929,,,,,,59.0,7.9,529.0,tt0020332,N/A,"Musical, Romance, Western",English,USA,Luther Reed,APPROVED,140.0,"Bebe Daniels, John Boles, Bert Wheeler, Robert Woolsey","Luther Reed (adapted by), Guy Bolton (book), Fred Thompson (book)",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
922,Robin Hood,1912,,,,,,2.0,5.6,15.0,tt0002465,N/A,"Short, Adventure, Drama",English,"USA, UK","Étienne Arnaud, Herbert Blaché",N/A,30.0,"Robert Frazer, Barbara Tennant, Alec B. Francis, Julia Stuart",Eustace Hale Ball (scenario),0,0,0,English,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,RoboCop,1987,88.0,7.8,57.0,83.0,3.2,225279.0,7.5,185645.0,tt0093870,Nominated for 2 Oscars. Another 11 wins & 10 nominations.,"Action, Crime, Sci-Fi",English,USA,Paul Verhoeven,R,102.0,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox","Edward Neumeier, Michael Miner",11,12,23,English,USA,English,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
924,The Miracle of Morgan's Creek,1944,88.0,8.4,26.0,83.0,3.9,3083.0,7.9,5505.0,tt0037077,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,"Comedy, Romance, War",English,USA,Preston Sturges,UNRATED,98.0,"Eddie Bracken, Betty Hutton, Diana Lynn, William Demarest",Preston Sturges,2,2,4,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
925,Rollerball,1975,64.0,6.0,28.0,61.0,3.2,12155.0,6.6,17663.0,tt0073631,Won 1 BAFTA Film Award. Another 3 wins & 5 nominations.,"Action, Sci-Fi, Sport",English,"UK, USA",Norman Jewison,R,125.0,"James Caan, John Houseman, Maud Adams, John Beck",William Harrison (screenplay),4,5,9,English,UK,English,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
926,The Roman Spring of Mrs. Stone,1961,,,,61.0,3.5,1082.0,6.6,1840.0,tt0055382,Nominated for 1 Oscar. Another 1 nomination.,"Drama, Romance",English,USA,José Quintero,APPROVED,103.0,"Vivien Leigh, Warren Beatty, Coral Browne, Jill St. John","Tennessee Williams (novel), Gavin Lambert (screenplay), Jan Read (additional writing)",0,2,2,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
927,One Hundred Men and a Girl,1937,83.0,7.6,6.0,56.0,3.5,159.0,6.9,675.0,tt0029347,Won 1 Oscar. Another 4 nominations.,"Comedy, Music",English,USA,Henry Koster,APPROVED,84.0,"Deanna Durbin, Leopold Stokowski, Adolphe Menjou, Alice Brady","Bruce Manning (original screen play), Charles Kenyon (original screen play), James Mulhauser (original screen play), Hanns Kräly (based on an idea by)",1,4,5,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
928,Sabrina,1954,91.0,7.6,33.0,89.0,3.8,55031.0,7.7,45537.0,tt0047437,Won 1 Oscar. Another 5 wins & 8 nominations.,"Comedy, Drama, Romance","English, French",USA,Billy Wilder,UNRATED,113.0,"Humphrey Bogart, Audrey Hepburn, William Holden, Walter Hampden","Billy Wilder (written for the screen by), Samuel A. Taylor (written for the screen by), Ernest Lehman (written for the screen by), Samuel A. Taylor (from the play by)",6,8,14,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
929,Sahara,1943,100.0,7.4,10.0,86.0,3.6,4823.0,7.6,6310.0,tt0036323,N/A,"Action, Drama, War","English, German, Italian, French",USA,Zoltan Korda,APPROVED,97.0,"Humphrey Bogart, Bruce Bennett, J. Carrol Naish, Lloyd Bridges","John Howard Lawson (screenplay), Zoltan Korda (screenplay), James O'Hanlon (adaptation), Philip MacDonald (story: based on an incident in the Soviet photoplay,  ""THE THIRTEEN"")",0,0,0,English,USA,English,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930,Satan's School for Girls,1973,,,,,,,5.1,809.0,tt0070633,N/A,"Crime, Horror, Mystery",English,USA,David Lowell Rich,N/A,78.0,"Pamela Franklin, Kate Jackson, Lloyd Bochner, Jamie Smith-Jackson",Arthur A. Ross,0,0,0,English,USA,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
931,The Ghost Breakers,1940,83.0,7.5,6.0,78.0,3.7,1503.0,7.3,2319.0,tt0032520,N/A,"Comedy, Horror, Mystery",English,USA,George Marshall,PASSED,85.0,"Bob Hope, Paulette Goddard, Richard Carlson, Paul Lukas","Walter DeLeon (screen play), Paul Dickey (based on a play by), Charles W. Goddard (based on a play by)",0,0,0,English,USA,English,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
932,Scarface,1932,100.0,8.7,34.0,86.0,3.9,25733.0,7.8,20057.0,tt0023427,2 wins.,"Action, Crime, Drama",English,USA,"Howard Hawks, Richard Rosson",PASSED,93.0,"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins","Armitage Trail (novel), Ben Hecht (screen story), Seton I. Miller (continuity), John Lee Mahin (continuity), W.R. Burnett (continuity), Seton I. Miller (dialogue), John Lee Mahin (dialogue), W.R. Burnett (dialogue)",2,0,2,English,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Scent of a Woman,1974,,,,85.0,4.1,489.0,7.7,2764.0,tt0072037,Nominated for 2 Oscars. Another 9 wins & 3 nominations.,"Comedy, Drama",Italian,Italy,Dino Risi,R,103.0,"Vittorio Gassman, Alessandro Momo, Agostina Belli, Moira Orfei","Giovanni Arpino (novel), Ruggero Maccari, Dino Risi",9,5,14,Italian,Italy,Italian,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
934,School for Scoundrels,1960,,,,71.0,3.8,549.0,7.5,2321.0,tt0054279,N/A,Comedy,English,UK,"Robert Hamer, Hal E. Chester, Cyril Frankel",APPROVED,94.0,"Ian Carmichael, Terry-Thomas, Alastair Sim, Janette Scott","Stephen Potter (novels), Patricia Moyes (screenplay), Hal E. Chester (screenplay)",0,0,0,English,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
935,Himitsu,1999,,,,85.0,3.8,245.0,6.8,481.0,tt0211413,2 wins & 4 nominations.,"Drama, Fantasy",Japanese,Japan,Yôjirô Takita,N/A,119.0,"Ryôko Hirosue, Kaoru Kobayashi, Ken Kaneko, Yuriko Ishida","Keigo Higashino (based on the novel by), Hiroshi Saitô (scenario)",2,4,6,Japanese,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
