,Title_orig,Year_orig,imdbRating_orig,imdbVotes_orig,Runtime_orig,Award_count_orig,Noms_count_orig,Noms+Awards_orig,PrimaryCountry_orig,PrimaryLangFixed_orig,Crime_orig,Drama_orig,Thriller_orig,Action_orig,Adventure_orig,Film_Noir_orig,Mystery_orig,Comedy_orig,Family_orig,Horror_orig,Sci_Fi_orig,Romance_orig,Music_orig,Fantasy_orig,Western_orig,War_orig,Sport_orig,History_orig,Biography_orig,Title_remake,Year_remake,imdbRating_remake,imdbVotes_remake,Runtime_remake,Award_count_remake,Noms_count_remake,Noms+Awards_remake,PrimaryCountry_remake,PrimaryLangFixed_remake,Crime_remake,Drama_remake,Thriller_remake,Action_remake,Adventure_remake,Film_Noir_remake,Mystery_remake,Comedy_remake,Family_remake,Horror_remake,Sci_Fi_remake,Romance_remake,Music_remake,Fantasy_remake,Western_remake,War_remake,Sport_remake,History_remake,Biography_remake,SameLang,SameCountry,YearDiff
421,Shutter,2004,7.1,32356.0,97.0,1,1,2,Thailand,Thai,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Shutter,2008,5.2,27318.0,85.0,0,0,0,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
422,Sideways,2004,7.5,152323.0,126.0,121,82,203,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Sideways,2009,6.2,130.0,124.0,0,0,0,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
423,Ninotchka,1939,8.0,14721.0,110.0,2,6,8,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Silk Stockings,1957,6.9,2768.0,117.0,0,5,5,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,18
424,Blood Simple.,1984,7.7,69181.0,99.0,4,6,10,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Woman, a Gun and a Noodle Shop",2009,5.7,2452.0,95.0,0,2,2,China,Mandarin,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
425,Singam,2010,6.6,3604.0,160.0,2,4,6,India,Tamil,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Singham,2011,6.7,10823.0,143.0,3,4,7,India,Hindi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
426,Sisters,1972,7.0,10911.0,93.0,0,1,1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sisters,2006,3.8,1112.0,92.0,0,2,2,USA,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,34
427,Penthouse,1933,6.9,704.0,90.0,0,0,0,USA,English,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Society Lawyer,1939,6.3,137.0,77.0,0,0,0,USA,English,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6
428,Solyaris,1968,7.0,108.0,142.0,0,0,0,Soviet Union,Russian,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Solaris,2002,6.2,68639.0,99.0,2,11,13,USA,English,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34
429,Midsummer,2003,5.8,1972.0,94.0,1,4,5,Denmark,Danish,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Solstice,2008,5.4,5160.0,91.0,0,1,1,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
430,My Favorite Wife,1940,7.4,7167.0,88.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Something's Got to Give,1962,,,37.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,22
431,Somewhere in Sonora,1927,,,,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Somewhere in Sonora,1933,5.5,261.0,59.0,0,0,0,USA,English,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
432,The Wages of Fear,1953,8.2,36697.0,131.0,6,0,6,France,French,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sorcerer,1977,7.7,10077.0,121.0,0,3,3,USA,English,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
433,The House on Sorority Row,1983,6.1,4389.0,91.0,0,0,0,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Sorority Row,2009,5.1,24428.0,101.0,0,2,2,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26
434,Sorrell and Son,1927,6.2,29.0,100.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sorrell and Son,1933,3.8,5.0,84.0,0,0,0,UK,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
435,Little Miss Marker,1934,7.1,921.0,80.0,1,0,1,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Sorrowful Jones,1949,7.0,438.0,88.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15
436,Sparkle,1976,7.1,1062.0,98.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sparkle,2012,5.7,5207.0,116.0,0,7,7,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,36
437,Frühjahrsparade,1934,6.4,8.0,93.0,0,1,1,Hungary,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spring Parade,1940,7.0,188.0,89.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
438,Spring in a Small Town,1948,7.6,1544.0,98.0,0,0,0,China,Mandarin,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Springtime in a Small Town,2002,7.0,1103.0,116.0,4,3,7,China,Mandarin,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,54
439,The Squaw Man,1914,6.2,673.0,74.0,0,0,0,USA,English,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Squaw Man,1931,6.5,237.0,107.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,17
440,Stagecoach,1939,7.9,31991.0,96.0,6,5,11,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stagecoach,1986,5.9,598.0,100.0,1,1,2,USA,English,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,47
441,A Star Is Born,1937,7.6,5329.0,111.0,3,7,10,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Star Is Born,1976,6.4,5179.0,139.0,7,6,13,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,39
442,State Fair,1933,6.9,565.0,99.0,2,2,4,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,State Fair,1962,6.0,791.0,118.0,1,2,3,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,29
443,The Stepfather,1987,6.8,9373.0,89.0,2,8,10,UK,English,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Stepfather,2009,5.6,23888.0,101.0,0,2,2,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
444,The Stepford Wives,1975,6.9,12500.0,115.0,1,1,2,USA,English,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,The Stepford Wives,2004,5.2,50450.0,93.0,3,0,3,USA,English,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,29
445,Dark Victory,1939,7.6,7562.0,104.0,0,4,4,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Summer Flight,1963,6.5,215.0,97.0,0,0,0,UK,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
446,Straw Dogs,1971,7.5,46393.0,113.0,1,2,3,UK,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straw Dogs,2011,5.8,27703.0,110.0,0,2,2,USA,English,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
447,The Sunshine Boys,1975,7.2,4251.0,111.0,6,6,12,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Sunshine Boys,1996,5.7,1053.0,90.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21
448,Suspicion,1941,7.4,24148.0,99.0,3,2,5,USA,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Suspicion,1988,6.0,73.0,96.0,0,0,0,UK,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47
449,The Swan,1925,6.2,18.0,85.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Swan,1956,6.5,1743.0,104.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,31
450,Miss Granny,2014,7.3,1611.0,124.0,4,8,12,South Korea,Korean,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Em là bà noi cua anh,2015,8.2,64.0,127.0,0,0,0,Vietnam,Vietnamese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,Sweet November,1968,7.1,782.0,114.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Sweet November,2001,6.7,71523.0,119.0,0,3,3,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,33
452,Swept Away,1974,7.7,3958.0,116.0,4,3,7,Italy,Italian,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Swept Away,2002,3.6,13309.0,89.0,7,6,13,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28
453,The Front Page,1931,6.9,1403.0,101.0,2,3,5,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Switching Channels,1988,5.9,2692.0,105.0,0,2,2,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,57
454,Ramana,2002,8.1,1259.0,140.0,1,0,1,India,Tamil,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tagore,2003,7.7,906.0,175.0,0,0,0,India,Telugu,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
455,The Taking of Pelham One Two Three,1974,7.7,20214.0,104.0,0,3,3,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Taking of Pelham 1 2 3,2009,6.4,153860.0,106.0,1,7,8,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35
456,Tarzan the Ape Man,1932,7.2,5620.0,100.0,1,3,4,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Tarzan, the Ape Man",1959,4.0,153.0,82.0,0,0,0,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27
457,Taxi,1996,6.7,664.0,112.0,2,3,5,Spain,Spanish,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Taxi,2004,4.4,33589.0,97.0,2,6,8,USA,English,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
458,The Ten Commandments,1923,7.1,1338.0,136.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,The Ten Commandments,1956,7.9,49145.0,220.0,6,8,14,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33
459,The Texas Chain Saw Massacre,1974,7.5,100022.0,83.0,1,1,2,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Texas Chainsaw Massacre,2003,6.2,110609.0,98.0,4,14,18,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,29
460,That Darn Cat!,1965,6.7,4213.0,116.0,0,6,6,USA,English,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,That Darn Cat,1997,4.6,3371.0,89.0,0,2,2,USA,English,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,32
461,The Life of Jimmy Dolan,1933,6.8,352.0,88.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,They Made Me a Criminal,1939,7.0,1440.0,92.0,0,0,0,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
462,The Thief of Bagdad,1924,7.9,4160.0,155.0,2,0,2,USA,English,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,The Thief of Baghdad,1978,5.9,278.0,100.0,0,0,0,UK,English,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54
463,Nippon tanjô,1959,6.9,157.0,112.0,0,0,0,Japan,Japanese,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yamato Takeru,1994,6.4,149.0,105.0,0,1,1,Japan,Japanese,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,35
464,The Thing from Another World,1951,7.3,19233.0,87.0,1,0,1,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,The Thing,1982,8.2,266627.0,109.0,0,3,3,USA,English,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,31
465,World on a Wire,1973,7.9,3605.0,212.0,1,0,1,West Germany,German,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,The Thirteenth Floor,1999,7.0,53336.0,100.0,0,1,1,Germany,English,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
466,13 Ghosts,1960,6.1,3792.0,85.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Thir13en Ghosts,2001,5.5,66671.0,91.0,0,3,3,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41
467,The Thomas Crown Affair,1968,7.0,16947.0,102.0,2,5,7,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Thomas Crown Affair,1999,6.8,73945.0,113.0,3,2,5,USA,English,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,31
468,The Fugitives,1986,7.1,4333.0,95.0,0,2,2,France,French,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Three Fugitives,1989,6.0,8751.0,96.0,0,1,1,USA,English,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
469,3 hommes et un couffin,1985,6.6,2710.0,106.0,4,5,9,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3 Men and a Baby,1987,5.9,37503.0,102.0,2,1,3,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
470,The Time Machine,1960,7.6,28141.0,103.0,1,1,2,USA,English,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,The Time Machine,2002,5.9,105159.0,96.0,2,3,5,USA,English,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,42
471,To Be or Not to Be,1942,8.2,19389.0,99.0,2,2,4,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,To Be or Not to Be,1983,6.8,8322.0,107.0,0,6,6,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,41
472,To Have and to Hold,1916,,,50.0,0,0,0,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To Have and to Hold,1922,,,,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6
473,Tol'able David,1921,8.1,1500.0,99.0,2,0,2,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tol'able David,1930,7.1,19.0,65.0,1,0,1,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
474,Leave Her to Heaven,1945,7.7,8055.0,110.0,1,4,5,USA,English,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Too Good to Be True,1988,5.8,82.0,95.0,0,0,0,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43
475,The Toolbox Murders,1978,5.2,2399.0,93.0,0,0,0,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Toolbox Murders,2004,5.3,6843.0,95.0,1,2,3,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26
476,Eat Drink Man Woman,1994,7.8,13662.0,124.0,5,13,18,Taiwan,French,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Tortilla Soup,2001,6.5,3532.0,102.0,2,7,9,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
477,Total Recall,1990,7.5,245237.0,113.0,7,15,22,USA,English,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Total Recall,2012,6.3,206572.0,118.0,1,5,6,USA,English,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22
478,Anthony Zimmer,2005,6.5,6715.0,89.0,0,1,1,France,French,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Tourist,2010,6.0,181512.0,103.0,3,6,9,USA,English,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
479,Tower of London,1939,6.7,1369.0,92.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tower of London,1962,6.4,1267.0,79.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,23
480,The Town That Dreaded Sundown,1976,6.1,4502.0,90.0,0,0,0,USA,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Town That Dreaded Sundown,2014,5.6,10293.0,86.0,2,0,2,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,38
481,The Toy,1976,7.5,3137.0,95.0,0,3,3,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Toy,1982,5.8,9187.0,102.0,1,0,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
482,Trader Horn,1931,6.6,625.0,122.0,0,0,0,USA,English,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Trader Horn,1973,4.2,55.0,101.0,0,0,0,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42
483,La totale!,1991,6.2,1088.0,102.0,0,0,0,France,French,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True Lies,1994,7.2,194382.0,141.0,7,19,26,USA,English,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
484,Charade,1963,8.0,50694.0,113.0,3,9,12,USA,English,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,The Truth About Charlie,2002,4.8,8703.0,104.0,0,2,2,Germany,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
485,The Twin,1984,6.1,708.0,104.0,0,0,0,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Two Much,1996,5.4,4516.0,118.0,0,5,5,Spain,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12
486,The Unfaithful Wife,1969,7.5,2945.0,98.0,1,3,4,Italy,French,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unfaithful,2002,6.7,64463.0,124.0,3,14,17,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
487,Unfaithfully Yours,1948,7.7,3562.0,105.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Unfaithfully Yours,1984,6.0,2019.0,96.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,36
488,Garde à vue,1981,7.8,2892.0,86.0,6,4,10,France,French,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Under Suspicion,2000,6.5,18502.0,110.0,0,2,2,France,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
489,Criss Cross,1949,7.5,5185.0,88.0,0,1,1,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Underneath,1995,6.2,2593.0,99.0,0,1,1,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46
490,The Unholy Three,1925,7.3,1234.0,86.0,0,0,0,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Unholy Three,1930,6.8,801.0,72.0,0,0,0,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5
491,The Unknown Soldier,1955,7.9,5821.0,181.0,7,1,8,Finland,Finnish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Unknown Soldier,1985,7.5,1948.0,199.0,3,1,4,Finland,Finnish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,30
492,Open Your Eyes,1997,7.8,53667.0,117.0,5,11,16,Spain,Spanish,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Vanilla Sky,2001,6.9,210342.0,136.0,4,34,38,USA,English,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
493,The Vanishing,1988,7.8,25956.0,107.0,7,6,13,Netherlands,Dutch,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Vanishing,1993,6.3,18833.0,109.0,0,2,2,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
494,Vanishing Point,1971,7.3,21976.0,99.0,0,0,0,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vanishing Point,1997,5.7,2226.0,91.0,0,1,1,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,26
495,Blaavand melder Storm,1938,6.2,14.0,102.0,0,0,0,Denmark,Danish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Västkustens hjältar,1940,,,79.0,0,0,0,Sweden,Swedish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
496,I Wake Up Screaming,1941,7.2,2702.0,82.0,0,0,0,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vicki,1953,6.5,629.0,85.0,0,0,0,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12
497,Viktor and Viktoria,1933,7.0,198.0,100.0,0,0,0,Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Victor Victoria,1982,7.6,15639.0,132.0,11,15,26,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,49
498,Village of the Damned,1960,7.3,11112.0,77.0,0,2,2,UK,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Village of the Damned,1995,5.6,22430.0,99.0,0,2,2,USA,English,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,35
499,The More the Merrier,1943,8.0,4126.0,104.0,2,5,7,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Walk Don't Run,1966,6.7,2971.0,114.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,23
500,The Virtuous Bigamist,1956,6.4,64.0,97.0,0,0,0,Italy,Italian,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A Walk in the Clouds,1995,6.6,25107.0,102.0,1,4,5,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
501,Walking Tall,1973,6.9,3544.0,125.0,0,0,0,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walking Tall,2004,6.2,54492.0,86.0,0,2,2,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31
502,Waterloo Bridge,1931,7.6,1915.0,81.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Waterloo Bridge,1940,7.8,7042.0,108.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,9
503,The War of the Worlds,1953,7.2,25891.0,85.0,5,2,7,USA,English,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,War of the Worlds,2005,6.5,341453.0,116.0,13,43,56,USA,English,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52
504,The Way of All Flesh,1927,7.3,70.0,94.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Way of All Flesh,1940,8.0,41.0,86.0,0,0,0,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13
505,Castle of Blood,1964,7.0,1391.0,87.0,0,0,0,Italy,Italian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Web of the Spider,1971,5.8,406.0,102.0,0,0,0,Italy,Italian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7
506,Stepmom,1998,6.7,47708.0,124.0,8,7,15,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,We Are Family,2010,5.6,2198.0,115.0,1,1,2,India,Hindi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
507,Big Deal on Madonna Street,1958,8.0,6685.0,106.0,4,5,9,Italy,Italian,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Welcome to Collinwood,2002,6.4,12655.0,86.0,0,1,1,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
