,Title_orig,Year_orig,imdbRating_orig,imdbVotes_orig,Runtime_orig,Award_count_orig,Noms_count_orig,Noms+Awards_orig,PrimaryCountry_orig,PrimaryLangFixed_orig,Crime_orig,Drama_orig,Thriller_orig,Action_orig,Adventure_orig,Film_Noir_orig,Mystery_orig,Comedy_orig,Family_orig,Horror_orig,Sci_Fi_orig,Romance_orig,Music_orig,Fantasy_orig,Western_orig,War_orig,Sport_orig,History_orig,Biography_orig,Title_remake,Year_remake,imdbRating_remake,imdbVotes_remake,Runtime_remake,Award_count_remake,Noms_count_remake,Noms+Awards_remake,PrimaryCountry_remake,PrimaryLangFixed_remake,Crime_remake,Drama_remake,Thriller_remake,Action_remake,Adventure_remake,Film_Noir_remake,Mystery_remake,Comedy_remake,Family_remake,Horror_remake,Sci_Fi_remake,Romance_remake,Music_remake,Fantasy_remake,Western_remake,War_remake,Sport_remake,History_remake,Biography_remake,SameLang,SameCountry,YearDiff
161,The Getaway,1972,7.5,21512.0,122.0,1,1,2,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Getaway,1994,5.7,14274.0,115.0,0,3,3,USA,English,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22
162,Get Carter,1971,7.5,22447.0,112.0,0,0,0,UK,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get Carter,2000,5.1,27802.0,102.0,0,3,3,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
163,Catherine the Last,1936,7.5,19.0,,0,0,0,Austria,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Girl Downstairs,1938,6.2,64.0,77.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
164,Kaakha..Kaakha: The Police,2003,8.0,2390.0,153.0,6,4,10,India,Tamil,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gharshana,2004,7.2,469.0,159.0,0,0,0,India,Telugu,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
165,Don't Look Up,1996,6.3,273.0,74.0,0,0,0,Japan,Japanese,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Ghost Theater,2015,4.8,144.0,,0,0,0,Japan,Japanese,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19
166,Gloria,1980,7.1,6063.0,123.0,4,3,7,USA,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gloria,1999,5.1,4528.0,108.0,0,4,4,USA,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19
167,Godzilla,1954,7.5,19594.0,96.0,1,0,1,Japan,Japanese,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Godzilla,2014,6.5,307794.0,123.0,5,28,33,USA,English,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60
168,Gone in 60 Seconds,1974,6.5,6542.0,105.0,0,0,0,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gone in 60 Seconds: The Ride,2000,7.1,14.0,,0,1,1,USA,English,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26
169,The Goodbye Girl,1977,7.4,9669.0,111.0,10,9,19,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Goodbye Girl,2004,6.1,1038.0,103.0,0,1,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,27
170,The Good Companions,1933,7.2,142.0,95.0,0,0,0,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,The Good Companions,1957,6.1,45.0,104.0,0,0,0,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,24
171,"I Was Born, But...",1932,8.0,3372.0,100.0,1,0,1,Japan,Japanese,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Good Morning,1959,7.9,4650.0,94.0,0,0,0,Japan,Japanese,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,27
172,Bob le Flambeur,1956,7.8,7610.0,98.0,0,0,0,France,French,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Good Thief,2002,6.6,9117.0,109.0,1,1,2,France,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46
173,Flaming Guns,1932,5.8,13.0,57.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gordon of Ghost City,1933,6.6,25.0,220.0,0,0,0,USA,English,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
174,Ju-On: The Grudge 2,2003,6.3,6426.0,92.0,0,1,1,Japan,Japanese,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Grudge,2004,5.9,117595.0,91.0,2,10,12,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
175,Guess Who's Coming to Dinner,1967,7.8,29736.0,108.0,9,22,31,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Guess Who,2005,5.9,34360.0,105.0,0,16,16,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,38
176,Halloween,1978,7.9,163493.0,91.0,4,2,6,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Halloween,2007,6.1,90279.0,109.0,1,2,3,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,29
177,The Beast with Five Fingers,1946,6.6,1698.0,88.0,0,0,0,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,The Hand,1981,5.4,4449.0,104.0,0,2,2,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,35
178,Happy New Year,1973,7.3,869.0,90.0,4,1,5,France,French,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Happy New Year,1987,6.0,417.0,85.0,0,0,0,USA,English,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14
179,Harakiri,1962,8.7,19511.0,133.0,8,2,10,Japan,Japanese,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hara-Kiri: Death of a Samurai,2011,7.3,5468.0,128.0,0,5,5,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49
180,The Hasty Heart,1949,7.4,882.0,102.0,4,3,7,UK,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Hasty Heart,1983,8.5,38.0,,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
181,The Phantom City,1928,,,,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Haunted Gold,1932,5.5,400.0,58.0,0,0,0,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4
182,The Haunting,1963,7.6,27114.0,112.0,0,2,2,UK,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Haunting,1999,4.9,59874.0,113.0,2,12,14,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,36
183,Head Above Water,1993,6.6,994.0,97.0,1,0,1,Sweden,Norwegian,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Head Above Water,1996,6.0,6494.0,92.0,1,1,2,USA,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
184,The Heartbreak Kid,1972,6.9,2854.0,106.0,3,8,11,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Heartbreak Kid,2007,5.8,73188.0,116.0,1,0,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,35
185,L.A. Takedown,1989,6.1,1465.0,97.0,0,0,0,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heat,1995,8.2,443626.0,170.0,0,12,12,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
186,Her Majesty Love,1931,6.9,10.0,94.0,0,0,0,Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Her Majesty, Love",1931,6.2,148.0,75.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,High Noon,1952,8.0,81417.0,85.0,17,10,27,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,High Noon,2000,5.6,405.0,88.0,0,2,2,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,48
188,The Hills Have Eyes,1977,6.4,22463.0,89.0,1,0,1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Hills Have Eyes,2006,6.4,133292.0,107.0,2,7,9,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,29
189,The Hitcher,1986,7.3,34797.0,97.0,3,0,3,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Hitcher,2007,5.6,35097.0,84.0,2,1,3,USA,English,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21
190,Holiday,1930,7.0,160.0,91.0,1,2,3,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Holiday,1938,7.9,10871.0,95.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,8
191,The Incredible Journey,1963,7.1,2886.0,80.0,0,0,0,Canada,English,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Homeward Bound: The Incredible Journey,1993,6.9,33946.0,84.0,0,0,0,USA,English,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30
192,Hoodman Blind,1913,,,,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoodman Blind,1923,3.4,18.0,60.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
193,House on Haunted Hill,1959,6.9,16561.0,75.0,0,0,0,USA,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,House on Haunted Hill,1999,5.6,45999.0,93.0,1,2,3,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,40
194,Mystery of the Wax Museum,1933,6.9,3430.0,77.0,0,0,0,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,House of Wax,2005,5.3,96025.0,108.0,5,10,15,Australia,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,72
195,How to Make a Monster,1958,5.3,572.0,73.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,How to Make a Monster,2001,4.4,1521.0,91.0,0,1,1,USA,English,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,43
196,The Hurricane,1937,7.3,1817.0,110.0,1,2,3,USA,English,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Hurricane,1979,4.4,419.0,120.0,0,0,0,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42
197,The Last Man on Earth,1964,7.0,13096.0,86.0,0,1,1,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,I Am Omega,2007,3.3,2755.0,91.0,0,0,0,USA,English,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,43
198,High Sierra,1941,7.6,11708.0,100.0,1,0,1,USA,English,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I Died a Thousand Times,1955,6.4,654.0,95.0,0,0,0,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14
199,I Married a Monster from Outer Space,1958,6.4,1898.0,78.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,I Married a Monster,1998,4.3,182.0,90.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,40
200,I Saw What You Did,1965,6.2,1893.0,82.0,0,0,0,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I Saw What You Did,1988,5.9,490.0,93.0,0,0,0,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,23
201,I Spit on Your Grave,1978,5.7,20620.0,101.0,1,0,1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I Spit on Your Grave,2010,6.3,57893.0,108.0,0,2,2,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,32
202,I Want to Live!,1958,7.5,4331.0,120.0,6,16,22,USA,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I Want to Live,1983,6.9,125.0,100.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,25
203,Ice Castles,1978,6.5,2461.0,108.0,1,5,6,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Ice Castles,2010,6.4,1900.0,95.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,32
204,The Shop Around the Corner,1940,8.1,20716.0,99.0,1,0,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,In the Good Old Summertime,1949,7.2,2548.0,102.0,0,1,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,9
205,Indiscretion of an American Wife,1953,6.4,1728.0,63.0,0,2,2,Italy,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Indiscretion of an American Wife,1998,6.3,84.0,105.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
206,The Initiation of Sarah,1978,5.9,471.0,96.0,0,0,0,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,The Initiation of Sarah,2006,5.4,1453.0,90.0,0,1,1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,28
207,The In-Laws,1979,7.4,5819.0,103.0,0,0,0,USA,English,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The In-Laws,2003,5.7,14190.0,98.0,0,0,0,USA,English,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,24
208,Insomnia,1997,7.3,10390.0,96.0,0,1,1,Norway,Norwegian,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Insomnia,2002,7.2,223467.0,118.0,1,10,11,USA,English,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
209,The Things of Life,1970,7.8,2585.0,89.0,1,1,2,France,French,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Intersection,1994,5.2,6134.0,98.0,2,0,2,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24
210,Intermezzo,1936,6.8,753.0,86.0,0,0,0,Sweden,Swedish,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Intermezzo: A Love Story,1939,6.8,1821.0,70.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
211,Interview,2003,7.0,1397.0,90.0,0,1,1,Netherlands,Dutch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interview,2007,6.9,12316.0,84.0,1,3,4,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
212,Invaders from Mars,1953,6.5,5487.0,78.0,0,1,1,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Invaders from Mars,1986,5.5,5374.0,100.0,0,2,2,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,33
213,Invasion of the Body Snatchers,1956,7.8,35306.0,80.0,1,0,1,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,The Invasion,2007,5.9,65838.0,99.0,1,1,2,USA,English,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,51
214,Irma la Douce,1963,7.4,13107.0,147.0,6,7,13,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Irma la Douce,1972,8.2,10.0,,0,0,0,France,French,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
215,Rashomon,1950,8.3,105855.0,88.0,9,5,14,Japan,Japanese,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Iron Maze,1991,4.5,546.0,104.0,1,2,3,Japan,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41
216,The Italian Job,1969,7.4,31556.0,99.0,0,0,0,UK,English,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Italian Job,2003,7.0,292014.0,111.0,7,7,14,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
217,It's a Wonderful Life,1946,8.6,282600.0,130.0,6,6,12,USA,English,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,It Happened One Christmas,1977,6.0,477.0,109.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,31
218,It's Alive,1974,5.8,5110.0,91.0,1,0,1,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,It's Alive,2008,3.5,2326.0,80.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,34
219,The Last Man on Earth,1924,5.9,37.0,70.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,It's Great to Be Alive,1933,4.8,16.0,69.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,9
220,J'accuse!,1919,7.2,910.0,166.0,0,0,0,France,French,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,I Accuse,1938,7.0,290.0,95.0,0,0,0,France,French,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,19
221,The Day of the Jackal,1973,7.8,29704.0,143.0,1,11,12,UK,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Jackal,1997,6.3,89776.0,124.0,1,4,5,USA,English,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
222,Jacob the Liar,1974,7.3,912.0,100.0,2,2,4,East Germany,German,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jakob the Liar,1999,6.5,12860.0,120.0,2,3,5,France,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25
223,The Jazz Singer,1927,6.8,6993.0,88.0,2,1,3,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,The Jazz Singer,1980,5.7,2985.0,115.0,3,10,13,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,53
224,Nippatsume wa jigoku-iki daze,1960,,,,0,0,0,Japan,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jigoku,1999,4.3,220.0,102.0,0,0,0,Japan,Japanese,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,39
225,Journey Into Fear,1943,6.6,2824.0,68.0,0,0,0,USA,English,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Journey Into Fear,1975,5.5,106.0,100.0,0,0,0,Canada,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
226,"Little Indian, Big City",1994,5.6,3097.0,90.0,0,0,0,France,French,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Jungle 2 Jungle,1997,5.0,18538.0,105.0,0,3,3,USA,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
227,Les visiteurs,1993,7.0,25167.0,107.0,1,8,9,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Just Visiting,2001,5.8,15465.0,88.0,0,0,0,France,English,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8
228,Tidal Wave,1973,5.5,240.0,82.0,0,0,0,Japan,Japanese,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Japan Sinks,2006,5.7,1196.0,135.0,0,1,1,Japan,Japanese,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33
229,The Karate Kid,1984,7.2,131376.0,126.0,2,3,5,USA,English,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Karate Kid,2010,6.2,123447.0,140.0,5,13,18,USA,English,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,26
230,The Milky Way,1936,6.7,1204.0,89.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Kid from Brooklyn,1946,6.8,754.0,113.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,10
231,King Kong,1933,8.0,65280.0,100.0,3,4,7,USA,English,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,King Kong,2005,7.2,321251.0,187.0,42,92,134,New Zealand,English,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72
232,King Solomon's Mines,1937,6.5,722.0,77.0,0,1,1,UK,English,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,King Solomon's Mines,1950,6.9,4424.0,103.0,3,2,5,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
233,A Kiss Before Dying,1956,6.8,2268.0,94.0,0,0,0,USA,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A Kiss Before Dying,1991,5.7,3901.0,94.0,2,0,2,UK,English,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
234,Dona Flor and Her Two Husbands,1976,7.1,1732.0,110.0,3,4,7,Brazil,Portuguese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kiss Me Goodbye,1982,6.1,1481.0,101.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6
235,Kiss of Death,1947,7.5,5322.0,99.0,2,2,4,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiss of Death,1995,5.9,14445.0,101.0,0,1,1,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48
236,Death Game,1977,5.2,504.0,91.0,0,0,0,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Knock Knock,2015,4.9,48176.0,99.0,0,0,0,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,38
237,Seance on a Wet Afternoon,1964,8.0,4620.0,115.0,7,5,12,UK,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seance,2000,6.7,1287.0,118.0,2,1,3,Japan,Japanese,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36
238,The Ladykillers,1955,7.8,21159.0,91.0,2,3,5,UK,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Ladykillers,2004,6.2,85457.0,104.0,5,4,9,USA,English,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49
239,The Lady Vanishes,1938,7.9,36793.0,96.0,1,1,2,UK,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Lady Vanishes,1979,5.9,1678.0,95.0,0,0,0,UK,English,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,41
240,The Land That Time Forgot,1974,5.8,3786.0,90.0,0,0,0,UK,English,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Land That Time Forgot,2009,3.2,1514.0,88.0,0,0,0,USA,English,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35
241,Il Mare,2000,7.7,6471.0,105.0,0,0,0,South Korea,Korean,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,The Lake House,2006,6.8,116370.0,99.0,2,2,4,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
242,Last Holiday,1950,7.7,951.0,88.0,0,0,0,UK,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Last Holiday,2006,6.4,21972.0,112.0,0,7,7,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56
243,The Virgin Spring,1960,8.1,19507.0,89.0,5,2,7,Sweden,Swedish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Last House on the Left,2009,6.6,69266.0,110.0,1,8,9,USA,English,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49
244,The Last Kiss,2001,7.0,6803.0,115.0,13,11,24,Italy,Italian,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Last Kiss,2006,6.5,38357.0,104.0,1,4,5,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
245,Yojimbo,1961,8.3,76615.0,110.0,4,2,6,Japan,Japanese,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Last Man Standing,1996,6.4,45090.0,101.0,0,0,0,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
246,Angora Love,1929,7.0,551.0,21.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Laughing Gravy,1931,7.5,1086.0,31.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
247,Let the Right One In,2008,8.0,177025.0,115.0,72,51,123,Sweden,Swedish,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Let Me In,2010,7.2,94549.0,116.0,14,28,42,UK,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
